Name,Team,Image,Batting Style,Bowling Style,Playing Role,Description
Bhuvneshwar Kumar,India,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316600/316658.png",Right hand Bat,Right arm Medium,Bowler,"At the time of his India debut in 2012, Bhuvneshwar Kumar seemed the answer to the sides fast-bowling scarcity; though middling in pace, he produced swing both ways and had a devastating inswinger. In his first T20I over, he bowled Nasir Jamshed; with his first ODI delivery, he bowled Mohammad Hafeez; and in his first Test series he played a part in Indias first whitewash win in a four-Test series, against Australia in 2013.\xa0Bhuvneshwar demonstrated his mastery of line and length early, when at 19 he worked Sachin Tendulkar over for his first duck in domestic first-class cricket, in the 2008-09 Ranji Trophy final. He was handy with the bat too - in the 2012-13 Duleep Trophy semi-final he scored 128 batting at No. 8.\xa0He was one of the lone bright spots on Indias otherwise wretched tour of England in 2014, taking 19 wickets - including 6 for 82 in the win at Lords -\xa0at 26.63. However, an ankle injury in Australia put him out of commission for most of the next year, and he played just one game in the 2015 ODI World Cup. When he returned he wasnt quite the same bowler - he had traded swing for increased pace, but not always effectively. Despite two more five-fors in 2016, against West Indies away and New Zealand at home, his appearances in Tests became more sporadic as injuries dogged him, and he played his last series against South Africa in 2018.\xa0It was in white-ball cricket that Bhuvneshwar found his niche. In 2013, six months into his ODI career, he picked up 4 for 8 against Sri Lanka in a tri-series game in the Caribbean, and finished as the leading wicket-taker with ten wickets in four games. By 2017 he had formed a devastating partnership with Jasprit Bumrah, and developed slower balls and yorkers that made him Indias go-to bowler at the death. In February 2018, he became the second Indian bowler after Yuzvendra Chahal to take five wickets in a T20I, against South Africa in Johannesburg. In 2022, he went one better, picking up 5 for 4 against Afghanistan in the Asia Cup.\xa0Bhuvneshwars rise in white-ball cricket mirrored his success in the IPL. He was handed a contract by Royal Challengers Bangalore in 2009 but went two seasons without playing a game in the tournament. After another three unremarkable seasons with Pune Warriors, he was signed by Sunrisers Hyderabad in 2014, and quickly rose through the ranks to become the lynchpin of their powerplay and death bowling. He took upwards of 18 wickets in each of his first four seasons, won the purple cap two years in a row, in 2016 and 2017, and was instrumental in Sunrisers only title win, in 2016. Though his performances tapered off in later seasons, he remains the franchises all-time leading wicket-taker."
Rahmanullah Gurbaz,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320500/320504.png",Right hand Bat, ,Wicketkeeper Batter,
Babar Azam,Pakistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320400/320448.png",Right hand Bat,Right arm Offbreak,Batter,"A right-hand, top-order batsman known for his discipline and level-headed attitude, Babar Azam laid claim to a long-term spot in Pakistan\s batting line-up with a strong performance in 2016, making three consecutive ODI hundreds against West Indies in the UAE, and a 90 in his third Test, in Hamilton. He was 22 years old at the time.Born in Lahore and a first cousin to the Akmal brothers, Azam made his way up through age-group cricket. His journey began at an under-15 world championship in 2008 and he played two under-19 World Cups in 2010 and 2012, where he was Pakistan\s top run-scorer.We didn\t have to guide him, he was on his own, but we were supportive all the way, Kamran Akmal said. Azam had the distinction of top scoring regularly in age-group domestic cricket before he was called up to the national side in 2015 and made his debut during the home ODI series against Zimbabwe - a rarity because Azam\s rise was during Pakistan\s isolation as an international venue due to security concerns. His hat-trick of ODI hundreds against West Indies led to a Test debut in the Test series that followed, and Azam had to opportunity to cement his spot as the careers of Younis Khan and Misbah-ul-Haq wound down.He would grasp that opportunity, and then some. Over the years that followed, Azam became, far and away, Pakistan\s best batsman, the most famous cricketer in the country, and among the best batsmen in the world. He is, even with so much of his career still ahead of him, one of Pakistan\s best ever batsmen. He was the second fastest player to 2000 ODI runs and the second quickest to 1000 T20I runs. He already has more ODI hundreds than all but two Pakistan batsman, and a World Cup hundred in a crunch game against New Zealand will go down as one of the great individual Pakistan ODI performances. While the first couple of years of Test cricket didn\t bring the instantaneous success of white-ball cricket, steady improvements year on year have seen him rank among the best Test batsmen since the start of 2018, too. Several Pakistan players of this generation have seen regressions after a few years in the side, but Azam, mercifully for Pakistan, seems immune to even that malaise. The increased responsibility Pakistan have dumped upon his shoulders - he was appointed T20I and ODI captain in 2019 before eventually captaining the Test side since 2021 - appears to have had little impact on his personal form for now. While he doesn\t quite have a reputation as one of the deeper thinkers of the game, his captaincy shows embryonic signs of modern progressive thinking, and Azam is very much learning on the job. There appears to be no attempt to ease any of the pressure placed upon relatively young shoulders, but Azam appears not to be feeling the strain for now. Danyal Rasool"
Soumya Sarkar,Bangladesh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316600/316685.png",Left hand Bat,Right arm Medium fast,Middle order Batter,"A rarity among Bangladesh allrounders, top-order batter Soumya Sarkar bowls medium pace rather than spin, and occasionally even takes the new ball. Like many top-level Bangladesh players, Soumya is an alumnus of the Bangladesh Krira Shikkha Protishtan (BKSP) in Dhaka. He played a game in the 2010 Under-19 World Cup and two years later found himself with the national side in Australia, though he also went on to play the following U-19 World Cup. Soumyas ODI debut came against Zimbabwe in December 2014 and his first Test followed against Pakistan in April the next year, in which he made 33 in each innings. His first Test hundred was 149 against New Zealand in Hamilton; in that innings, he and Mahmudullah put on a 235-run partnership, helping Bangladesh save face after New Zealand racked up 715. In ODIs, Soumya starred with a hundred and three fifties (two of them big) during Bangladeshs golden run in 2015 when they won three series in a row, against Pakistan, India and South Africa. Four years later, his batting was to the fore again - three fifties on the trot - in Bangladeshs title win in a tri-series against West Indies and Ireland in Malahide."
Richard Ngarava,Zimbabwe,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/348500/348597.png",Left hand Bat,Left arm Fast medium,Bowler,
Pat Cummins,Australia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316600/316692.png",Right hand Bat,Right arm Fast,Bowler,"Earmarked as a potential star from a young age, Pat Cummins made his Test debut as an 18-year-old but had to wait six years for his next appearance as injuries struck a body that could not withstand the workload. The bowler who emerged in 2017 was a thoroughbred quick who became one of the standout players in the world and, in late 2021, Australias Test captain in dramatic circumstances.Cummins burst onto the scene with a sensational Test debut, taking a match total of seven wickets to set up a thrilling two-wicket win to square the series against South Africa at the Wanderers. He had made his debut for New South Wales during the 2010-11 season and was particularly impressive in his maiden Big Bash season. Touted to be a future leader of Australias pace attack, he was offered a central contract for 2011-12, becoming the youngest player to be contracted since the current system was introduced in 1998.Then came the injuries. He suffered repeated stress fractures in his lower back and did not play another Test for six years, until the 2017 tour of India. But all the pain and rehab of those intervening years appeared to have been worthwhile as his body toughened up to the rigours of international cricket.In the wake of Australias ball-tampering scandal he became arguably the nations shining light in a cricketing sense. He was absent through the various 2018 winter tours immediately after the controversy due to a back injury but was monumental in the losing home series against India and was subsequently rewarded with the Test vice-captaincy against Sri Lanka. He became the No. 1 ranked Test bowler in the world and claimed Australias coveted Allan Border Medal as the 2018-19 mens cricketer of the year. He was immense during the 2019 Ashes in England and through another home series defeat against India in 2020-21, typified by a relentlessness with ball in hand and tremendous stamina.Having been identified as a future captain, his rise to the position came earlier than expected when Tim Paine resigned shortly before the 2021-22 Ashes. However, in a mark of the cricketer and leader Cummins had become it was, given the circumstances, almost a seamless transition. A few months later he had retained the Ashes and secured victory in Pakistan on Australias first tour of the country in 24 years.\nESPNcricinfo staff"
Jos Buttler,England,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/316600/316642.png",Right hand Bat, ,Wicketkeeper Batter,"England have had many players down the ages who have gained world acclaim, but Jos Buttler is arguably their first global Twenty20 superstar. Buttler helped bring Englands limited-overs batting into the 21st century, his impact on the one-day and T20 sides extraordinary as they turned a group-stage exit in the 2015 World Cup into a triumph on home soil four years later, with his efforts with the bat and the gloves crucial to their Super-Over victory in the final. In an 18-month period from mid-2014, he scored what at the time were Englands three fastest one-day hundreds - thrilling innings against Sri Lanka at Lords, New Zealand at Edgbaston and, topping the list, a 46-ball onslaught against Pakistan in Dubai. He has also shone at the IPL, and quickly became a senior player in the Test side since his surprise recall in 2018.Softly-spoken and unassuming, with supple hands and a great eye, Buttler kills opposing attacks with kindness, with a graceful flip shot for six over long-on and the occasional resort to a nerveless ramp shot over the wicketkeeper among his most eye-catching shots in an inventive repertoire. Like his captain, Eoin Morgan, his unflustered response to even the most daunting run chase is one of his greatest assets, his steely resolve hidden beneath a benign exterior. Such was his impact for Mumbai Indians in his first appearance in IPL in 2016, capable of mayhem late in the innings, that for a young cricket follower in India with only Twenty20 in their heart, it was possible to imagine that England had rarely, if ever, produced a player of such star quality. As he entered his 30s, Buttler reached a new level in short-form cricket, becoming indisputably one of the worlds best T20 batters. In 2022, he hit 863 runs in the IPL - the second-most in a single season - including four centuries to take Rajasthan Royals to the final. Later in the year, after taking over from Eoin Morgan as Englands white-ball captain, he led them to their second mens T20 World Cup title as they achieved their long-stated ambition to hold both World Cups simultaneously. As Buttler and his old friend Alex Hales knocked off a target of 170 with four overs and 10 wickets to spare against India in the semi-final at Adelaide, it seemed bizarre that his promotion to open the batting for Englands T20 team on a permanent basis in 2018 had been so controversial at the time.Buttler was in the crowd at Taunton as a young spectator during the 1999 World Cup when Indias Sourav Ganguly and Rahul Dravid thrashed what was then the highest partnership in ODI cricket. He was hooked. Somerset gained special permission from the ECB to add him to their Academy at 12, two years early, and he came to prominence as a 19-year-old in the 2010 season for Somerset, especially in the one-day arena where his clear-minded and quick-footed aggressive batting helped him to 440 CB40 runs at 55.00. He made his first-class debut against Lancashire at Taunton in 2009 and became a regular in the County Championship from May 2010 - playing a part in Somersets title challenge that season. He combined in particularly potent fashion with Kieron Pollard in Somersets run to Twenty20 Finals Day in both 2010 and 2011, and impressed in the 2011 CB40 final, making 86 from 72 balls in Somersets defeat to Surrey.He made his international debut in late 2011 and became a fixture of Englands T20 side. A first ODI appearance came against Pakistan in the UAE during the winter, though he had to wait almost a year for his second cap, this time as wicketkeeper. When Ashley Giles took over as limited-overs coach one of his first key decision was to ditch Craig Kieswetter for Buttler on a tour of India. With Kieswetter still preferred as Somersets gloveman, it was that rivalry that caused Buttler to leave his beloved West Country and switch to Lancashire for the 2014 season. Lancashire saw him for 10 Championship matches, but it was soon apparent he would be making only fleeting visits in the future.England looked to him for impetus and increasingly he delivered, striking 99 against West Indies at North Sound and kicking off the 2014 ODI summer with a first hundred against Sri Lanka at Lords as he led a failed run chase virtually single-handed. When Matt Prior became stricken by Achilles trouble - what proved to be a career-ending injury - the selectors gambled by throwing Buttler into the Test team. He scored five half-centuries in his first eight Tests, including 85 on debut against India at the Ageas Bowl, but his form faltered and he lost the gloves to Jonny Bairstow on Englands tour of the UAE in 2015-16, during a period where his keeping started to make necessary improvements but his batting slip away.There were no such doubts about his place in the white-ball teams. His seniority was recognised when he was named Morgans vice-captain for the 2015 World Cup and, although that tournament was an unhappy one for England, Buttler was a key member of the side that reached the final of the World T20 a year later. His dynamic batting was emblematic of Englands one-day reinvention under Morgan, though he also began to demonstrate increased range to his game - when he led England to an extraordinary one-wicket win over Australia at Old Trafford in 2018, his unbeaten 110 from 122 balls was by far the slowest hundred of his career.Amid increasing demand on the T20 circuit, which included spells in the Bangladesh Premier League and Australias Big Bash, Buttlers Test star seemed to be waning. He was briefly recalled in India in 2016-17 but then spent more than a year on the fringes, and was even overlooked as Bairstows back-up during the following winters Ashes tour. However, his stellar form for Rajashtan Royals in the 2018 IPL - he equalled the league record for consecutive fifties - prompted Smith to pick up the phone. Impressive contributions against Pakistan followed, and then, at long last, a maiden Test hundred, recorded in defeat to India at Trent Bridge. Suddenly, Buttler was integral in all three formats once again.He remained integral to the 50-over side building into the World Cup, and started the tournament itself in flying form with 103 off 76 balls in a defeat against Pakistan and a quick half-century against Bangladesh. But time at the middle was limited through the rest of the group stage, and England were so dominant in the semi-final against Australia that he was not required. In the final, his skill in run chases came to the fore: coming in with England wobbling at 86 for 4 in a chase of 242, he kept them alive with 59 off 60 balls in a 110-run stand with Ben Stokes, and while he could not see them home, he managed seven runs off three balls in the Super Over, and completed the run-out of Martin Guptill to win England the trophy.The highs of World Cup success were quickly forgotten, as Buttler cut a tired figure over the next six months. He struggled for runs in the Ashes and in South Africa, and with Bairstow and Ben Foakes breathing down his neck, it seemed a matter of time before he would lost his Test place. He responded with a breathless 75 off 101 in the home summer against Pakistan to seal a run chase at Old Trafford, before grinding out his highest Test score - 152 - in the final match of the series. By this stage firmly ensconced as Englands T20I opener, he continued to lead from the front in their bid to hold both World Cups simultaneously.\nESPNcricinfo staff"
Timm van der Gugten,Netherlands,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/322600/322642.png",Right hand Bat,Right arm Fast medium,Bowler,"Timm van der Gugten, born in Sydney, made his first-class debut for New South Wales in November 2011. He was called up to the Netherlands the following year for World Twenty20 in the West Indies and made his debut at 21. He also represented the Netherlands at two subsequent World Twenty20s where he has carried one of their most potent threats. He switched to Tasmania for the 2012-13 Australian season, and appeared for two Twenty20 franchises - the Hobart Hurricanes in Australias Big Bash League and the Northern Knights in New Zealand. County cricket soon came calling and he had an outstanding debut season for Glamorgan in 2016, taking 82 wickets in all formats and dominating the countys end-of-season awards as he helped take the bowling weight off Michael Hogan, Glamorgans indefatigable Australian. He took five wickets on five occasions, including career best figures of 5 for 61 against Northants at Swansea, and had a memorable T20 debut for Glamorgan when he took 4 for 14 against Surrey at the Kia Oval. The following season was disrupted by a shoulder injury suffered in the field playing for Netherlands against Hong Kong in an Inter-Continental Cup game.He continued to balance Dutch international duties with county cricket, though he underwhelmed in 2019 in Glamorgan colours.He was only 15 when he made his Sydney first-grade debut for the University of NSW in 2006. At the time, only six players had appeared in Sydney first-grade at a younger age.\n\nESPNcricinfo staff"
Mark Adair,Ireland,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/319800/319892.png",Right hand Bat,Right arm Fast medium,Bowling Allrounder,"Mark Adair is a tall, seam-bowling allrounder from Northern Ireland who made his first-class debut for Warwickshire while still a teenager at the end of the 2015 season. From a sporting family - his father was a goalkeeper at a decent level and his brother plays rugby and represented Ireland at cricket at age-group level - Adair also showed promise in rugby but committed to cricket having been offered a trial by Warwickshire in 2013. He has represented Ireland at age-group and A team level and claimed the wicket of Marcus Trescothick as his maiden victim in first-class cricket. He was released by Warwickshire at the end of the 2017 season and has since played for Northern Knights and Durhams second team.\n\nGeorge Dobell"
Hazratullah Zazai,Afghanistan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320400/320497.png",Left hand Bat,Slow Left arm Orthodox,Opening Batter,"Afghanistans ascent up the global rankings from ICC Associate nation to Full Member and Test status has been largely propelled by a conveyor belt of fast bowling and mystery spin. But the country has struggled to unearth quality batting prospects at the same rate as their bowling unit. The emergence of the hard-hitting Hazratullah Zazai is a sign that this may change early in the countrys Full Member era.A tall, hulking presence at the crease, Zazai made waves as a 20-year-old by striking back-to-back half-centuries in just his second and third matches to ensure a T20I series sweep of Ireland. In the final match at Bready, he single-handedly outscored Ireland with his 82 off 54 balls, which included seven sixes.If that wasnt enough to grab headlines, then hitting six sixes in an over less than two months later did the trick while batting for Kabul Zwanan against Balkh Legends in the inaugural season of the Afghanistan Premier League in Sharjah. Having already bashed a 44-ball ton earlier in the tournament, Zazais intimidation factor grew exponentially when he became the sixth batsman in competitive cricket, and third in T20s, to achieve the six sixes feat after carving up left-arm spinner Abdullah Mazari to put his name alongside Yuvraj Singh and Garry Sobers, among others, in the record books. Hidden in the euphoria of the six sixes was the fact that Zazai matched Yuvraj and Chris Gayle for the fastest fifty in all T20 cricket off 12 balls. In February 2019, he belted an unbeaten 162 off 62 balls against Ireland in just his fifth T20I which included a record 16 sixes, one of many benchmarks set on the day both for himself and Afghanistan in a world record T20 total of 278. Time will tell if Zazai can make a similar impact in ODI and Test cricket for Afghanistan.Peter Della Penna"
Rishabh Pant,India,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/323000/323036.png",Left hand Bat, ,Wicketkeeper Batter,"A match-turning, swashbuckling batter-keeper in the Adam Gilchrist mould, Rishabh Pant has had a starring role in more than a handful of Indias biggest Test matches in his first few years in the team.His first Test century came in his third match, on the 2018 tour of England, when he made 114 from No. 7 when up against a target of 464 that he made look almost gettable at points when he was at the crease. Early the following year he produced 159 off 189 balls in a giant India total in Sydney, which sealed their first series in Australia. An encore followed early in 2021, when he made a brisk 97 at the SCG, helping wrest a draw off Starc, Cummins, Lyon and Hazlewood after India were staring down the barrel. Pants finest batting hour came in the classic that followed in Brisbane: an unbeaten 89 to steer a veritable India third XI home in a tall chase, and to their second series win down under in two visits. In Cape Town at the start of 2022, he made an almost ludicrous 100 off 139 in an India total where the next highest score was 29. And later that year, he set India up with a rapid 146 in the first innings of the postponed last Test of their tour of England from 2021 - only for England to outgun them in a berserker fourth-innings chase.It is a mark of Pants no-fear, no-brakes batting that in his first four years in the game, he had as many scores between 90 and 100 in Tests as he did hundreds. It is the only way he has known: a year after making his Ranji Trophy debut at 18 in 2015, Pant scored a triple-hundred against Maharashtra, followed by two blistering centuries in a game against Jharkhand a month on - one of them ending in 135 off 67 balls.With Test stats like his, Pants numbers in T20 - close to 3000 runs over seven seasons for Delhi Capitals, at a strike rate of 148 - dont seem especially remarkable, but he has been a force for the Delhi side, their all-time top-scorer, and was appointed captain in 2021. He was bought at auction by the franchise the day he made a hundred in the 2016 Under-19 World Cup that took India into the semi-finals of that tournament."
Zane Green,Namibia,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/350300/350307.png",Left hand Bat, ,Wicketkeeper Batter,
Ahmed Raza,U.A.E.,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_160/lsci/db/PICTURES/CMS/320000/320094.png",Right hand Bat,Slow Left arm Orthodox,Bowler,"Six-foot-five Ahmed Raza is best known for his economical spells of left-arm spin. In a must-win World Cricket Division Two game for UAE against Oman in 2018, he conceded only 16 runs in nine overs for two wickets, and in an Asia Cup match against Oman in 2016, he took 1 for 6 from three overs. In December 2018, Raza, who has juggled a job as a bank officer while playing professional cricket, was one of three UAE players suspended for eight weeks for criticising the ground facilities in Karachi. A year later he became UAEs captain and led them when they qualified for the 2022 T20 World Cup. In January 2020, he took his first ODI five-for, against Namibia in Al Amerat. At the same venue, two years later, he took his maiden T20I five-for, against Nepal.Despite his success in T20Is, he was removed as the captain ahead of the 2022 World Cup (but retained the ODI role) after the selectors chose to split the captaincy."
